fps;frame time;memory used; memory allocated;fps;drawCalls;frameTime;renderTime;gpuFrameTimeCounter;averageGpuFrameTime
279156;1707.49;0.3999999985098839;42.95;53.09;1694.92;0;0;94208;97190.56326210902
280156.1000000015;1690.83;0.19999999925494194;41.52;53.09;1685.39;0;0;101344;97185.67176007925
281156.1000000015;1696.00;0.09999999776482582;43.29;53.09;1714.29;0;0;91712;97184.87278166249
282156.1000000015;1696.00;0.3999999985098839;41.87;53.09;1714.29;0;0;94208;97180.87432654978
283156.1000000015;1678.00;0.19999999925494194;43.63;53.09;1724.14;0;0;96736;97174.47567848524
284156.5;1704.32;0.30000000074505806;42.22;53.09;1621.62;0;0;86528;97177.47887271839
285156.90000000224;1689.32;0.10000000149011612;41.36;53.09;1714.29;0;0;95680;97181.54842515041
286157.1000000015;1708.66;0.30000000074505806;43.14;53.09;1595.74;0;0;94560;97184.13165241411
287157.80000000075;1692.82;0.6000000014901161;41.72;53.09;1714.29;0;0;94208;97182.7085401385
288158.30000000075;1677.16;0.4000000022351742;43.48;53.09;1775.15;0;0;94688;97184.65270867682
289158.30000000075;1707.00;0.20000000298023224;42.07;53.09;1587.30;0;0;104096;97187.32380523125
290158.90000000224;1691.98;0.20000000298023224;43.84;53.09;1621.62;0;0;94208;97186.02364669062
291158.90000000224;1708.00;0.30000000074505806;42.43;53.09;1639.34;0;0;94144;97183.3145282978
292159.19999999925;1723.48;0.19999999925494194;44.24;53.09;1754.39;0;0;93824;97181.20014389524
293159.19999999925;1687.00;0.19999999925494194;42.81;53.09;1578.95;0;0;92384;97178.58724160925
294159.80000000075;1697.98;0.19999999925494194;41.38;53.09;1704.55;0;0;95136;97180.13404404304
295160.1000000015;1693.49;0.19999999925494194;43.16;53.09;1796.41;0;0;94848;97176.78652757504
296160.5;1693.32;0.30000000074505806;42.31;53.09;1744.19;0;0;94304;97173.91507994522
297160.6000000015;1709.83;0.19999999925494194;44.11;53.09;1694.92;0;0;92224;97170.89442118366
298160.90000000224;1908.43;0.10000000149011612;42.90;53.09;2158.27;0;0;92128;97169.32035548032
299160.90000000224;1698.00;0.5;41.48;53.09;1595.74;0;0;94208;97179.8735729149
