fps;frame time;memory used; memory allocated;timestamp;fps;frameRenderTime;drawCalls;triangles;lines;points;geometries;textures
1470.8999999985099;2088.16;0.48;7.12;11.92;1;25280;0;0;1;0
2471.5;2139.72;0.47;7.62;11.92;1;25280;0;0;1;0
3471.599999997765;2033.80;0.49;7.85;11.92;1;25280;0;0;1;0
4471.89999999851;2346.30;0.43;7.70;11.92;1;25280;0;0;1;0
5472;2239.78;0.45;7.49;11.92;1;25280;0;0;1;0
6472.300000000745;2283.32;0.44;7.10;11.92;1;25280;0;0;1;0
7472.300000000745;2338.00;0.43;7.08;11.92;1;25280;0;0;1;0
8472.599999997765;2326.30;0.43;6.72;11.92;1;25280;0;0;1;0
9472.800000000745;2315.54;0.43;7.94;11.92;1;25280;0;0;1;0
10473.099999997765;2373.29;0.42;7.60;11.92;1;25280;0;0;1;0
11473.39999999851;2419.27;0.41;7.29;11.92;1;25280;0;0;1;0
12473.699999999255;2335.30;0.43;6.93;11.92;1;25280;0;0;1;0
13473.800000000745;2173.78;0.46;8.08;11.92;1;25280;0;0;1;0
14473.89999999851;2411.76;0.41;7.76;11.92;1;25280;0;0;1;0
15474.199999999255;2099.37;0.48;7.28;11.92;1;25280;0;0;1;0
16474.300000000745;2349.77;0.43;6.92;11.92;1;25280;0;0;1;0
17474.5;2329.53;0.43;8.16;11.92;1;25280;0;0;1;0
18474.800000000745;2385.28;0.42;7.82;11.92;1;25280;0;0;1;0
19475;2406.52;0.42;7.50;11.92;1;25280;0;0;1;0
20475.300000000745;2430.27;0.41;7.19;11.92;1;25280;0;0;1;0
21475.300000000745;2385.00;0.42;6.85;11.92;1;25280;0;0;1;0
22475.599999997765;2370.29;0.42;8.11;11.92;1;25280;0;0;1;0
23476;2350.06;0.43;7.64;11.92;1;25280;0;0;1;0
24476.099999997765;2334.77;0.43;7.28;11.92;1;25280;0;0;1;0
25476.599999997765;2335.83;0.43;6.92;11.92;1;25280;0;0;1;0
26477.39999999851;2378.10;0.42;6.59;11.92;1;25280;0;0;1;0
27479.199999999255;2348.77;0.43;7.83;11.92;1;25280;0;0;1;0
28480.39999999851;3505.79;0.29;8.09;11.92;1;25280;0;0;1;0
29480.39999999851;2232.00;0.45;7.67;11.92;1;25280;0;0;1;0
30480.800000000745;2328.07;0.43;7.31;11.92;1;25280;0;0;1;0
31480.800000000745;2034.00;0.49;6.82;11.92;1;25280;0;0;1;0
32480.800000000745;2393.00;0.42;8.09;11.92;1;25280;0;0;1;0
33481;2289.54;0.44;7.67;11.92;1;25280;0;0;1;0
34481.199999999255;2369.53;0.42;7.32;11.92;1;25280;0;0;1;0
35481.699999999255;2216.89;0.45;6.90;11.92;1;25280;0;0;1;0
36481.89999999851;2330.53;0.43;6.54;11.92;1;25280;0;0;1;0
37482;2391.76;0.42;7.81;11.92;1;25280;0;0;1;0
38482.099999997765;2284.77;0.44;7.41;11.92;1;25280;0;0;1;0
39482.5;2256.10;0.44;7.01;11.92;1;25280;0;0;1;0
40482.800000000745;2250.32;0.44;6.61;11.92;1;25280;0;0;1;0
41483.199999999255;2366.05;0.42;7.86;11.92;1;25280;0;0;1;0
42483.199999999255;2447.00;0.41;7.56;11.92;1;25280;0;0;1;0
43483.199999999255;2451.00;0.41;7.26;11.92;1;25280;0;0;1;0
44483.300000000745;2460.75;0.41;7.00;11.92;1;25280;0;0;1;0
45483.300000000745;2485.00;0.40;6.72;11.92;1;25280;0;0;1;0
46483.5;2418.52;0.41;8.00;11.92;1;25280;0;0;1;0
47483.800000000745;2461.26;0.41;7.71;11.92;1;25280;0;0;1;0
48484.099999997765;2444.27;0.41;7.36;11.92;1;25280;0;0;1;0
49484.099999997765;2470.00;0.40;7.07;11.92;1;25280;0;0;1;0
50484.199999999255;2469.75;0.40;6.78;11.92;1;25280;0;0;1;0
51484.300000000745;2441.76;0.41;8.08;11.92;1;25280;0;0;1;0
52484.300000000745;2469.00;0.41;7.79;11.92;1;25280;0;0;1;0
53484.599999997765;2477.26;0.40;7.50;11.92;1;25280;0;0;1;0
54485.099999997765;2473.76;0.40;7.21;11.92;1;25280;0;0;1;0
55485.099999997765;2265.00;0.44;6.82;11.92;1;25280;0;0;1;0
56485.099999997765;1969.00;0.51;7.86;11.92;1;25280;0;0;1;0
57485.099999997765;2268.00;0.44;7.46;11.92;1;25280;0;0;1;0
58485.39999999851;2228.33;0.45;7.05;11.92;1;25280;0;0;1;0
59485.599999997765;2270.55;0.44;6.65;11.92;1;25280;0;0;1;0
60485.599999997765;2272.00;0.44;7.86;11.92;1;25280;0;0;1;0
61486;2284.09;0.44;7.47;11.92;1;25280;0;0;1;0
62486.099999997765;2392.76;0.42;7.15;11.92;1;25280;0;0;1;0
63486.099999997765;2415.00;0.41;6.82;11.92;1;25280;0;0;1;0
64486.300000000745;2457.51;0.41;6.53;11.92;1;25280;0;0;1;0
65486.39999999851;2480.75;0.40;7.84;11.92;1;25280;0;0;1;0
66486.39999999851;2418.00;0.41;7.53;11.92;1;25280;0;0;1;0
67486.5;2390.76;0.42;7.19;11.92;1;25280;0;0;1;0
68486.5;2469.00;0.41;6.90;11.92;1;25280;0;0;1;0
